GCP Label,Filename,Easting,Northing,Elevation (m),image_name,X,Y
POINT_01,DJI_0024.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0105,,
POINT_01,DJI_0024.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0106,,
POINT_01,DJI_0024.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0107,,
POINT_01,DJI_0024.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0108,,
POINT_01,DJI_0025.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0104,,
POINT_01,DJI_0025.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0105,,
POINT_01,DJI_0025.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0106,,
POINT_01,DJI_0025.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0107,,
POINT_01,DJI_0025.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0108,,
POINT_01,DJI_0026.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0104,,
POINT_01,DJI_0026.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0105,,
POINT_01,DJI_0026.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0106,,
POINT_01,DJI_0026.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0107,,
POINT_01,DJI_0026.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0108,,
POINT_01,DJI_0027.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0104,,
POINT_01,DJI_0027.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0105,,
POINT_01,DJI_0027.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0106,,
POINT_01,DJI_0027.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0107,,
POINT_01,DJI_0027.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0108,,
POINT_01,DJI_0028.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0104,,
POINT_01,DJI_0028.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0105,,
POINT_01,DJI_0028.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0106,,
POINT_01,DJI_0028.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0107,,
POINT_01,DJI_0028.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0108,,
POINT_01,DJI_0029.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0104,,
POINT_01,DJI_0029.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0105,,
POINT_01,DJI_0029.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0106,,
POINT_01,DJI_0029.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0107,,
POINT_01,DJI_0029.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0108,,
POINT_01,DJI_0030.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0104,,
POINT_01,DJI_0030.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0105,,
POINT_01,DJI_0030.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0106,,
POINT_01,DJI_0030.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0107,,
POINT_01,DJI_0030.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0108,,
POINT_01,DJI_0031.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0104,,
POINT_01,DJI_0031.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0105,,
POINT_01,DJI_0031.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0106,,
POINT_01,DJI_0031.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0107,,
POINT_01,DJI_0031.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0108,,
POINT_01,DJI_0032.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0104,,
POINT_01,DJI_0032.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0105,,
POINT_01,DJI_0032.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0106,,
POINT_01,DJI_0032.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0107,,
POINT_01,DJI_0032.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0108,,
POINT_01,DJI_0033.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0104,,
POINT_01,DJI_0033.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0105,,
POINT_01,DJI_0033.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0106,,
POINT_01,DJI_0033.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0107,,
POINT_01,DJI_0033.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0108,,
POINT_01,DJI_0034.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0104,,
POINT_01,DJI_0034.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0105,,
POINT_01,DJI_0034.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0106,,
POINT_01,DJI_0034.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0107,,
POINT_01,DJI_0034.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0108,,
POINT_01,DJI_0035.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0104,,
POINT_01,DJI_0035.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0105,,
POINT_01,DJI_0035.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0106,,
POINT_01,DJI_0035.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0107,,
POINT_01,DJI_0035.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0108,,
POINT_01,DJI_0036.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0104,,
POINT_01,DJI_0036.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0105,,
POINT_01,DJI_0036.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0106,,
POINT_01,DJI_0036.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0107,,
POINT_01,DJI_0036.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0108,,
POINT_01,DJI_0037.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0104,,
POINT_01,DJI_0037.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0105,,
POINT_01,DJI_0037.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0106,,
POINT_01,DJI_0037.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0107,,
POINT_01,DJI_0037.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0108,,
POINT_01,DJI_0038.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0104,,
POINT_01,DJI_0038.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0105,,
POINT_01,DJI_0038.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0106,,
POINT_01,DJI_0038.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0107,,
POINT_01,DJI_0038.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0108,,
POINT_01,DJI_0039.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0104,,
POINT_01,DJI_0039.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0105,,
POINT_01,DJI_0039.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0106,,
POINT_01,DJI_0039.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0107,,
POINT_01,DJI_0039.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0108,,
POINT_01,DJI_0040.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0104,,
POINT_01,DJI_0040.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0105,,
POINT_01,DJI_0040.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0106,,
POINT_01,DJI_0040.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0107,,
POINT_01,DJI_0040.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0108,,
POINT_01,DJI_0041.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0104,,
POINT_01,DJI_0041.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0105,,
POINT_01,DJI_0041.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0106,,
POINT_01,DJI_0041.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0107,,
POINT_01,DJI_0041.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0108,,
POINT_01,DJI_0042.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0104,,
POINT_01,DJI_0042.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0105,,
POINT_01,DJI_0042.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0106,,
POINT_01,DJI_0042.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0107,,
POINT_01,DJI_0042.JPG,472946.1849	4953066.3993,4953066.3993,243.503,DJI_0108,,
